,start,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,end
515,<start>,20.01485,?,139903,Bachelors,12.93582,Never-married,?,Not-in-family,White,Male,0.00000,0.00000,26.57577,United-States,<=50K,<end>
516,<start>,47.81698,?,52590,Bachelors,12.93582,Divorced,?,Unmarried,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
517,<start>,46.87664,Private,439608,HS-grad,8.93521,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,49.89895,United-States,<=50K,<end>
518,<start>,32.94546,Private,213226,HS-grad,8.93521,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,0.00000,0.00000,34.81332,United-States,<=50K,<end>
519,<start>,40.77909,Local-gov,401134,Masters,13.87377,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,119.10435,United-States,<=50K,<end>
520,<start>,22.95875,Private,311764,Bachelors,12.93582,Never-married,Sales,Own-child,White,Male,0.00000,0.00000,35.51659,United-States,<=50K,<end>
521,<start>,21.47395,Private,141511,HS-grad,8.93521,Never-married,Other-service,Own-child,White,Male,0.00000,1095.63316,35.51659,United-States,<=50K,<end>
522,<start>,19.97490,Private,227491,Bachelors,12.93582,Married-civ-spouse,Sales,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
523,<start>,27.94126,Local-gov,154863,HS-grad,8.93521,Married-civ-spouse,Craft-repair,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
524,<start>,40.77909,Local-gov,401134,Bachelors,12.93582,Divorced,Prof-specialty,Unmarried,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
525,<start>,24.75828,Private,199224,Bachelors,12.93582,Divorced,Prof-specialty,Not-in-family,White,Female,0.00000,1095.63316,24.77909,United-States,<=50K,<end>
526,<start>,40.77909,Local-gov,401134,Bachelors,12.93582,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,49.89895,United-States,<=50K,<end>
527,<start>,21.98945,Private,234641,HS-grad,8.93521,Never-married,Adm-clerical,Unmarried,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
528,<start>,21.98945,Private,139391,11th,6.95875,Never-married,?,Own-child,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
529,<start>,22.95875,Private,169995,Bachelors,12.93582,Married-civ-spouse,Sales,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
530,<start>,33.99331,Private,177522,Masters,13.87377,Married-civ-spouse,Sales,Not-in-family,White,Male,0.00000,1901.99987,39.64639,United-States,>50K,<end>
531,<start>,36.90524,Private,166497,Bachelors,12.93582,Divorced,Exec-managerial,Unmarried,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
532,<start>,27.94126,Private,176137,Bachelors,12.93582,Never-married,Prof-specialty,Not-in-family,White,Male,0.00001,0.00000,47.94239,United-States,<=50K,<end>
533,<start>,27.94126,Private,300528,Bachelors,12.93582,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
534,<start>,27.94126,?,176137,HS-grad,8.93521,Never-married,?,Other-relative,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
535,<start>,21.87085,Private,311764,7th-8th,3.97490,Married-civ-spouse,Sales,Husband,White,Male,2685.38607,0.00000,14.58509,United-States,<=50K,<end>
536,<start>,20.95303,Private,185251,HS-grad,8.93521,Never-married,Craft-repair,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
537,<start>,22.95875,Private,31606,HS-grad,8.93521,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0.00000,0.00000,39.64639,Philippines,<=50K,<end>
538,<start>,51.87354,Private,221936,HS-grad,8.93521,Divorced,Exec-managerial,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
539,<start>,45.96410,Private,104024,Masters,13.87377,Married-civ-spouse,Sales,Husband,White,Male,0.00000,1901.99987,40.44730,United-States,>50K,<end>
540,<start>,26.59095,?,313930,Masters,13.87377,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,44.70118,United-States,>50K,<end>
541,<start>,20.95303,Private,185251,Bachelors,12.93582,Married-civ-spouse,Tech-support,Husband,White,Male,0.00000,0.00000,35.87354,United-States,<=50K,<end>
542,<start>,45.96410,Private,187636,HS-grad,8.93521,Married-civ-spouse,Sales,Husband,White,Male,0.00000,0.00000,26.57577,United-States,<=50K,<end>
543,<start>,46.87664,Private,228873,Assoc-voc,10.91349,Married-civ-spouse,Craft-repair,Husband,White,Male,0.00000,0.00000,43.81604,United-States,>50K,<end>
544,<start>,26.91349,?,52590,Bachelors,12.93582,Never-married,?,Not-in-family,White,Male,0.00001,0.00000,39.64639,United-States,<=50K,<end>
545,<start>,21.98945,Private,234641,HS-grad,8.93521,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,0.00000,0.00000,34.81332,United-States,<=50K,<end>
546,<start>,18.97427,Local-gov,276973,Some-college,9.97418,Never-married,Prof-specialty,Own-child,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
547,<start>,31.95863,Private,311764,9th,9.97418,Married-civ-spouse,Sales,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
548,<start>,40.77909,Local-gov,401134,Bachelors,12.93582,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,71.52164,United-States,>50K,<end>
549,<start>,31.95863,Private,311764,HS-grad,8.93521,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
550,<start>,27.94126,Private,176137,Bachelors,12.93582,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,35.87354,United-States,<=50K,<end>
551,<start>,39.80748,Self-emp-not-inc,195066,Bachelors,12.93582,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,49.89895,United-States,>50K,<end>
552,<start>,46.87664,Self-emp-not-inc,132728,Masters,13.87377,Divorced,Exec-managerial,Not-in-family,White,Male,0.00000,0.00000,47.94239,United-States,<=50K,<end>
553,<start>,39.80748,Private,308027,Doctorate,15.95863,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,1901.99987,49.89895,United-States,>50K,<end>
554,<start>,48.78595,State-gov,52590,Bachelors,12.93582,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,47.94239,United-States,<=50K,<end>
555,<start>,27.94126,Private,176137,HS-grad,8.93521,Never-married,Sales,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
556,<start>,21.87085,Private,311764,HS-grad,8.93521,Married-civ-spouse,Craft-repair,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
557,<start>,21.98945,State-gov,47086,12th,7.92482,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,39.64639,United-States,>50K,<end>
558,<start>,26.91349,?,52590,Bachelors,12.93582,Never-married,?,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
559,<start>,21.98945,Private,234641,HS-grad,8.93521,Never-married,Handlers-cleaners,Own-child,Black,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
560,<start>,40.77909,Local-gov,401134,Some-college,9.97418,Divorced,Exec-managerial,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
561,<start>,24.93521,Private,58343,HS-grad,8.93521,Married-civ-spouse,Tech-support,Husband,White,Male,0.00000,0.00000,49.89895,United-States,<=50K,<end>
562,<start>,21.98945,Private,234641,Some-college,9.97418,Never-married,Adm-clerical,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
563,<start>,27.94126,Private,176137,Bachelors,12.93582,Never-married,Prof-specialty,Not-in-family,White,Female,0.00000,0.00000,26.31134,United-States,<=50K,<end>
564,<start>,59.38006,State-gov,71151,7th-8th,3.97490,Divorced,Sales,Unmarried,White,Female,0.00000,0.00000,26.31134,United-States,<=50K,<end>
565,<start>,33.63702,?,201454,Assoc-voc,10.91349,Married-civ-spouse,?,Husband,White,Male,0.00000,0.00000,35.87354,United-States,<=50K,<end>
566,<start>,48.13674,Local-gov,321851,Bachelors,12.93582,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,49.89895,United-States,<=50K,<end>
567,<start>,21.98945,Private,137142,11th,6.95875,Never-married,?,Own-child,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
568,<start>,27.94126,Private,303044,Bachelors,12.93582,Married-civ-spouse,Craft-repair,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
569,<start>,41.27966,Local-gov,321851,Bachelors,12.93582,Never-married,Prof-specialty,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
570,<start>,36.90524,State-gov,107584,Assoc-voc,10.91349,Married-civ-spouse,Tech-support,Husband,White,Male,0.00000,0.00000,53.51703,United-States,<=50K,<end>
571,<start>,45.96410,?,52590,Bachelors,12.93582,Divorced,?,Not-in-family,White,Female,0.00001,0.00000,39.64639,United-States,<=50K,<end>
572,<start>,44.78919,Federal-gov,311671,Assoc-voc,10.91349,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,53.51703,United-States,<=50K,<end>
573,<start>,27.94126,Local-gov,154863,HS-grad,8.93521,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,49.89895,United-States,<=50K,<end>
574,<start>,18.97427,?,634226,10th,5.98945,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,39.64639,United-States,>50K,<end>
575,<start>,40.77909,Private,277783,Bachelors,12.93582,Married-civ-spouse,Sales,Husband,White,Male,0.00008,0.00000,39.64639,United-States,>50K,<end>
576,<start>,63.94239,Private,379062,Bachelors,12.93582,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,39.64639,United-States,>50K,<end>
577,<start>,27.94126,Private,176137,HS-grad,8.93521,Divorced,Craft-repair,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
578,<start>,27.94126,Local-gov,154863,HS-grad,8.93521,Married-civ-spouse,Craft-repair,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
579,<start>,36.90524,Private,166497,Bachelors,12.93582,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
580,<start>,21.87085,Private,311764,HS-grad,8.93521,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
581,<start>,45.96410,Private,211585,Bachelors,12.93582,Divorced,Sales,Unmarried,White,Female,0.00000,0.00000,24.77909,United-States,<=50K,<end>
582,<start>,27.94126,Private,176137,HS-grad,8.93521,Never-married,Sales,Not-in-family,White,Male,0.00000,0.00000,44.70118,United-States,<=50K,<end>
583,<start>,41.79034,Private,176027,HS-grad,8.93521,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,49.89895,United-States,>50K,<end>
584,<start>,24.93521,Private,210184,11th,6.95875,Separated,Craft-repair,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
585,<start>,46.87664,Local-gov,321851,Bachelors,12.93582,Never-married,Prof-specialty,Not-in-family,White,Male,0.00000,0.00000,49.89895,United-States,<=50K,<end>
586,<start>,27.94126,Private,176137,Bachelors,12.93582,Never-married,Sales,Not-in-family,White,Male,0.00000,0.00000,47.94239,United-States,<=50K,<end>
587,<start>,19.97490,Private,227491,HS-grad,8.93521,Never-married,Handlers-cleaners,Other-relative,Black,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
588,<start>,27.94126,Private,176137,HS-grad,8.93521,Divorced,Sales,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
589,<start>,27.94126,Private,176137,Bachelors,12.93582,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
590,<start>,45.96410,Private,439608,12th,7.92482,Divorced,Exec-managerial,Unmarried,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
591,<start>,27.94126,Private,176137,Assoc-acdm,11.94126,Divorced,Transport-moving,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
592,<start>,20.95303,Private,191335,HS-grad,8.93521,Married-civ-spouse,Sales,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
593,<start>,18.97427,Private,66686,Assoc-acdm,11.94126,Never-married,Sales,Not-in-family,White,Male,0.00000,0.00000,34.81332,United-States,<=50K,<end>
594,<start>,51.87354,Private,221936,HS-grad,8.93521,Divorced,Exec-managerial,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
595,<start>,27.94126,Private,176137,Bachelors,12.93582,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,1095.63316,47.94239,United-States,<=50K,<end>
596,<start>,40.77909,Local-gov,401134,Some-college,9.97418,Separated,Exec-managerial,Unmarried,White,Female,0.00000,0.00000,39.64639,United-States,>50K,<end>
597,<start>,21.98945,?,77873,Assoc-voc,10.69739,Married-civ-spouse,?,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
598,<start>,48.78595,?,52590,HS-grad,8.93521,Married-civ-spouse,?,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
599,<start>,26.91349,State-gov,23740,Bachelors,12.93582,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0.00000,0.00000,34.12397,United-States,<=50K,<end>
600,<start>,22.95875,Private,192290,Bachelors,12.93582,Married-civ-spouse,Sales,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
601,<start>,44.78919,Self-emp-not-inc,225456,Bachelors,12.93582,Divorced,Exec-managerial,Unmarried,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
602,<start>,45.96410,Private,460437,Masters,13.87377,Never-married,Sales,Not-in-family,White,Male,0.00000,1095.63316,39.64639,United-States,<=50K,<end>
603,<start>,57.67911,State-gov,190682,Assoc-voc,10.91349,Widowed,Other-service,Not-in-family,Black,Male,0.00000,0.00000,33.44827,United-States,<=50K,<end>
604,<start>,23.92482,Private,211585,HS-grad,8.93521,Married-civ-spouse,Craft-repair,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
605,<start>,22.95875,Private,31606,HS-grad,8.93521,Never-married,Sales,Not-in-family,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
606,<start>,21.98945,Private,234641,HS-grad,8.93521,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.00000,0.00000,32.45972,United-States,<=50K,<end>
607,<start>,53.71282,Private,300528,11th,6.95875,Never-married,Craft-repair,Own-child,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
608,<start>,40.77909,Local-gov,277783,Some-college,9.97418,Divorced,Exec-managerial,Unmarried,White,Female,0.00000,0.00000,43.81604,United-States,<=50K,<end>
609,<start>,41.79034,State-gov,148316,Assoc-voc,10.91349,Married-civ-spouse,Protective-serv,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
610,<start>,44.78919,State-gov,311671,Assoc-voc,10.91349,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,53.51703,United-States,>50K,<end>
611,<start>,27.94126,Private,176137,HS-grad,8.93521,Married-civ-spouse,Craft-repair,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
612,<start>,63.94239,Private,379062,HS-grad,8.93521,Married-civ-spouse,Sales,Husband,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
613,<start>,33.63702,Private,182437,11th,6.95875,Never-married,Craft-repair,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
614,<start>,21.98945,Self-emp-not-inc,223212,HS-grad,8.93521,Never-married,Other-service,Unmarried,White,Female,0.00000,0.00000,39.64639,United-States,<=50K,<end>
615,<start>,40.77909,Local-gov,401134,Bachelors,12.93582,Divorced,Sales,Unmarried,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
616,<start>,22.95875,Private,31606,HS-grad,8.93521,Never-married,Other-service,Unmarried,White,Female,0.00000,0.00000,34.81332,United-States,<=50K,<end>
617,<start>,32.94546,Private,213226,HS-grad,8.93521,Divorced,Other-service,Not-in-family,White,Female,0.00000,0.00000,35.87354,United-States,<=50K,<end>
618,<start>,46.87664,Private,141511,Doctorate,15.95863,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,0.00000,59.73989,United-States,<=50K,<end>
619,<start>,27.94126,Private,176137,Bachelors,12.93582,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.00000,1979.66119,39.64639,United-States,<=50K,<end>
620,<start>,48.45972,Private,221936,Bachelors,12.93582,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.00000,0.00000,47.94239,United-States,>50K,<end>
621,<start>,40.77909,?,277783,Masters,13.87377,Divorced,Exec-managerial,Own-child,White,Male,0.00000,0.00000,35.87354,United-States,<=50K,<end>
622,<start>,22.95875,Private,31606,Bachelors,12.93582,Never-married,Prof-specialty,Not-in-family,White,Male,0.00000,0.00000,39.64639,United-States,<=50K,<end>
623,<start>,34.91585,Private,195516,7th-8th,3.97490,Divorced,Transport-moving,Unmarried,White,Male,0.00000,0.00000,29.96410,United-States,<=50K,<end>
624,<start>,21.98945,Self-emp-not-inc,234641,HS-grad,8.93521,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.00000,0.00000,107.77007,United-States,<=50K,<end>
